Date,HH,MM,SS,Frame ID
08-11-23,8,40,27,Frame_0.jpg
08-11-23,8,40,37,Frame_1.jpg
08-11-23,8,40,47,Frame_2.jpg
08-11-23,8,40,57,Frame_3.jpg
08-11-23,8,41,7,Frame_4.jpg
08-11-23,8,41,17,Frame_5.jpg
08-11-23,8,42,43,Frame_6.jpg
08-11-23,8,42,53,Frame_7.jpg
08-11-23,8,43,3,Frame_8.jpg
08-11-23,8,43,13,Frame_9.jpg
08-11-23,8,43,23,Frame_10.jpg
08-11-23,8,43,33,Frame_11.jpg
08-11-23,8,45,6,Frame_12.jpg
08-11-23,8,45,16,Frame_13.jpg
08-11-23,8,45,26,Frame_14.jpg
08-11-23,8,45,36,Frame_15.jpg
08-11-23,8,45,46,Frame_16.jpg
08-11-23,8,45,56,Frame_17.jpg
08-11-23,8,46,6,Frame_18.jpg
08-11-23,8,46,16,Frame_19.jpg
08-11-23,8,46,26,Frame_20.jpg
08-11-23,8,46,36,Frame_21.jpg
08-11-23,8,46,46,Frame_22.jpg
08-11-23,8,46,56,Frame_23.jpg
08-11-23,8,48,20,Frame_24.jpg
08-11-23,8,48,30,Frame_25.jpg
08-11-23,8,48,40,Frame_26.jpg
08-11-23,8,48,50,Frame_27.jpg
08-11-23,8,49,0,Frame_28.jpg
08-11-23,8,49,10,Frame_29.jpg
08-11-23,8,49,20,Frame_30.jpg
08-11-23,8,49,30,Frame_31.jpg
08-11-23,8,49,40,Frame_32.jpg
08-11-23,8,49,50,Frame_33.jpg
08-11-23,8,50,0,Frame_34.jpg
08-11-23,8,50,10,Frame_35.jpg
08-11-23,8,50,20,Frame_36.jpg
08-11-23,8,50,30,Frame_37.jpg
08-11-23,8,50,40,Frame_38.jpg
08-11-23,8,50,50,Frame_39.jpg
08-11-23,8,51,0,Frame_40.jpg
08-11-23,8,51,10,Frame_41.jpg
08-11-23,8,51,20,Frame_42.jpg
08-11-23,8,51,30,Frame_43.jpg
08-11-23,8,51,40,Frame_44.jpg
08-11-23,8,51,50,Frame_45.jpg
08-11-23,8,52,0,Frame_46.jpg
08-11-23,8,52,10,Frame_47.jpg
08-11-23,8,52,20,Frame_48.jpg
08-11-23,8,52,30,Frame_49.jpg
08-11-23,8,52,40,Frame_50.jpg
08-11-23,8,52,50,Frame_51.jpg
08-11-23,8,53,0,Frame_52.jpg
08-11-23,8,53,10,Frame_53.jpg
08-11-23,8,59,23,Frame_54.jpg
08-11-23,8,59,28,Frame_55.jpg
08-11-23,8,59,33,Frame_56.jpg
08-11-23,8,59,38,Frame_57.jpg
08-11-23,8,59,43,Frame_58.jpg
08-11-23,8,59,48,Frame_59.jpg
08-11-23,8,59,53,Frame_60.jpg
08-11-23,8,59,58,Frame_61.jpg
08-11-23,9,0,3,Frame_62.jpg
08-11-23,9,0,8,Frame_63.jpg
08-11-23,9,0,13,Frame_64.jpg
08-11-23,9,0,18,Frame_65.jpg
08-11-23,9,0,23,Frame_66.jpg
08-11-23,9,0,28,Frame_67.jpg
08-11-23,9,0,33,Frame_68.jpg
08-11-23,9,0,38,Frame_69.jpg
08-11-23,9,0,43,Frame_70.jpg
08-11-23,9,0,48,Frame_71.jpg
08-11-23,9,0,53,Frame_72.jpg
08-11-23,9,0,58,Frame_73.jpg
08-11-23,9,1,3,Frame_74.jpg
08-11-23,9,1,8,Frame_75.jpg
08-11-23,9,1,13,Frame_76.jpg
08-11-23,9,1,18,Frame_77.jpg
08-11-23,9,1,23,Frame_78.jpg
08-11-23,9,1,28,Frame_79.jpg
08-11-23,9,1,33,Frame_80.jpg
08-11-23,9,1,38,Frame_81.jpg
08-11-23,9,1,43,Frame_82.jpg
08-11-23,9,1,48,Frame_83.jpg
08-11-23,9,1,53,Frame_84.jpg
08-11-23,9,1,58,Frame_85.jpg
08-11-23,9,2,3,Frame_86.jpg
08-11-23,9,2,8,Frame_87.jpg
08-11-23,9,2,13,Frame_88.jpg
08-11-23,9,2,18,Frame_89.jpg
08-11-23,9,2,23,Frame_90.jpg
08-11-23,9,2,28,Frame_91.jpg
08-11-23,9,2,33,Frame_92.jpg
08-11-23,9,2,38,Frame_93.jpg
