,Data,Hour,Minute,Seconds,Microseconds,Time Norm,Track_ID,Object Class,X,Y,Temp,Humidity,Rain,Showers,Snowfall,Cloud  Cover
202,20240118,0,1,29,48238,0.00103065090277778,1,0,2003.64526367188,415.763092041016,-3.5,85,0,0,0,100
203,20240118,0,1,29,48238,0.00103065090277778,2,0,669.800598144531,466.063568115234,-3.5,85,0,0,0,100
204,20240118,0,1,29,48238,0.00103065090277778,3,3,3055.0263671875,1076.78344726563,-3.5,85,0,0,0,100
205,20240118,0,1,29,48238,0.00103065090277778,4,3,3093.11669921875,1131.64831542969,-3.5,85,0,0,0,100
206,20240118,0,1,29,48238,0.00103065090277778,5,2,3269.912109375,1115.412109375,-3.5,85,0,0,0,100
207,20240118,0,1,29,48238,0.00103065090277778,6,0,1152.87658691406,326.256958007813,-3.5,85,0,0,0,100
208,20240118,0,1,29,48238,0.00103065090277778,7,1,3576.00244140625,1215.728515625,-3.5,85,0,0,0,100
209,20240118,0,1,29,48238,0.00103065090277778,8,0,752.412658691406,692.29931640625,-3.5,85,0,0,0,100
210,20240118,0,1,29,48238,0.00103065090277778,9,0,1923.25048828125,352.288330078125,-3.5,85,0,0,0,100
211,20240118,0,1,29,48238,0.00103065090277778,10,2,3381.60791015625,1307.98681640625,-3.5,85,0,0,0,100
212,20240118,0,1,29,48238,0.00103065090277778,11,0,1927.77062988281,265.005676269531,-3.5,85,0,0,0,100
213,20240118,0,1,29,48238,0.00103065090277778,12,4,1921.66943359375,535.457214355469,-3.5,85,0,0,0,100
214,20240118,0,1,29,48238,0.00103065090277778,13,2,3500.26904296875,1301.404296875,-3.5,85,0,0,0,100
215,20240118,0,1,29,48238,0.00103065090277778,14,1,1698.06567382813,484.247741699219,-3.5,85,0,0,0,100
216,20240118,0,1,29,48238,0.00103065090277778,15,2,3604.12744140625,1289.58605957031,-3.5,85,0,0,0,100
217,20240118,0,1,29,48238,0.00103065090277778,16,2,3478.529296875,1235.68090820313,-3.5,85,0,0,0,100
218,20240118,0,1,29,48238,0.00103065090277778,17,1,2233.78735351563,684.218994140625,-3.5,85,0,0,0,100
219,20240118,0,1,29,234471,0.00103280637731481,1,0,2003.69091796875,415.635284423828,-3.5,85,0,0,0,100
220,20240118,0,1,29,234471,0.00103280637731481,2,0,669.410461425781,465.926086425781,-3.5,85,0,0,0,100
221,20240118,0,1,29,234471,0.00103280637731481,3,3,3055.04614257812,1076.77905273438,-3.5,85,0,0,0,100
222,20240118,0,1,29,234471,0.00103280637731481,4,3,3093.17749023438,1131.64807128906,-3.5,85,0,0,0,100
223,20240118,0,1,29,234471,0.00103280637731481,5,2,3269.93505859375,1115.40112304688,-3.5,85,0,0,0,100
224,20240118,0,1,29,234471,0.00103280637731481,6,0,1152.8759765625,326.182952880859,-3.5,85,0,0,0,100
225,20240118,0,1,29,234471,0.00103280637731481,7,1,3576.01391601562,1215.7275390625,-3.5,85,0,0,0,100
226,20240118,0,1,29,234471,0.00103280637731481,8,0,750.658813476563,694.433227539063,-3.5,85,0,0,0,100
227,20240118,0,1,29,234471,0.00103280637731481,9,0,1923.20458984375,352.271881103516,-3.5,85,0,0,0,100
228,20240118,0,1,29,234471,0.00103280637731481,10,2,3381.64672851562,1307.99853515625,-3.5,85,0,0,0,100
229,20240118,0,1,29,234471,0.00103280637731481,11,0,1927.80834960938,264.989837646484,-3.5,85,0,0,0,100
230,20240118,0,1,29,234471,0.00103280637731481,12,4,1922.05090332031,535.2607421875,-3.5,85,0,0,0,100
231,20240118,0,1,29,234471,0.00103280637731481,13,2,3500.30517578125,1301.40966796875,-3.5,85,0,0,0,100
232,20240118,0,1,29,234471,0.00103280637731481,14,1,1698.09069824219,484.283386230469,-3.5,85,0,0,0,100
233,20240118,0,1,29,234471,0.00103280637731481,15,2,3604.15576171875,1289.5888671875,-3.5,85,0,0,0,100
