Date,HH,MM,SS,Frame ID
20-11-23,23,07,58,Frame_0.jpg
20-11-23,23,08,03,Frame_1.jpg
20-11-23,23,08,08,Frame_2.jpg
20-11-23,23,08,13,Frame_3.jpg
20-11-23,23,08,18,Frame_4.jpg
